1090780792	20220324	202203	2022	2022.2301	ISR	ISRAEL	ISR								ISRMIL	ISRAEL	ISR					MIL			0	193	193	19	4	-10.0	4	1	4	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780793	20220324	202203	2022	2022.2301	ISR	ISRAEL	ISR								PSE	WEST BANK	PSE								0	190	190	19	4	-10.0	2	1	2	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	West Bank	WE	WE		31.666667	35.25	WE	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780794	20220324	202203	2022	2022.2301	ISR	ISRAEL	ISR								PSE	WEST BANK	PSE								0	190	190	19	4	-10.0	2	1	2	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780795	20220324	202203	2022	2022.2301	JUD	COURT OF APPEALS						JUD			USA	DISTRICT OF COLUMBIA	USA								1	1241	124	12	3	-4.0	10	1	10	-1.95729537366548	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	http://www.msn.com/en-us/news/us/the-other-grand-jury-jack-smith-s-mar-a-lago-investigation-moves-forward/ar-AA191juh
1090780796	20220324	202203	2022	2022.2301	NGOHLHIRC	RED CROSS		IRC				NGO	HLH		USA	AMERICAN	USA								0	042	042	04	1	1.9	3	1	3	1.7825311942959	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20230324090000	https://scvnews.com/single-cats/_city/
1090780797	20220324	202203	2022	2022.2301	PSE	PALESTINIAN	PSE								ISRMIL	ISRAEL	ISR					MIL			0	190	190	19	4	-10.0	2	1	2	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780798	20220324	202203	2022	2022.2301	PSE	PALESTINIAN	PSE								ISRMIL	ISRAEL	ISR					MIL			0	190	190	19	4	-10.0	4	1	4	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	West Bank	WE	WE		31.666667	35.25	WE	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780799	20220324	202203	2022	2022.2301	PSE	PALESTINIAN	PSE								ISRMIL	ISRAEL	ISR					MIL			0	193	193	19	4	-10.0	4	1	4	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780800	20220324	202203	2022	2022.2301	PSE	PALESTINIAN	PSE								ISRMIL	ISRAEL	ISR					MIL			0	193	193	19	4	-10.0	2	1	2	-3.79008746355685	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	1	United States	US	US		39.828175	-98.5795	US	20230324090000	https://www.msn.com/en-ie/news/world/israel-passes-new-law-protecting-netanyahu-ahead-of-uk-visit/ar-AA18ZGx4
1090780801	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA																		1	020	020	02	1	3.0	2	1	2	2.38095238095238	3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	0								3	Sacramento, California, United States	US	USCA	CA067	38.5816	-121.494	1659564	20230324090000	https://www.sacbee.com/entertainment/arts-culture/article272636752.html
1090780802	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA																		1	071	071	07	2	7.4	2	1	2	2.76564774381369	3	Guadalupe County, Texas, United States	US	USTX	TX187	29.5669	-97.9669	1383879	0								3	Guadalupe County, Texas, United States	US	USTX		29.5669	-97.9669	1383879	20230324090000	https://seguintoday.com/2023/03/24/guadalupe-county-supports-area-food-bank/
1090780803	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA																		1	110	110	11	3	-2.0	2	1	2	2.76564774381369	3	Guadalupe County, Texas, United States	US	USTX	TX187	29.5669	-97.9669	1383879	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20230324090000	https://seguintoday.com/2023/03/24/guadalupe-county-supports-area-food-bank/
1090780804	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA								LAB	WORKER						LAB			0	129	129	12	3	-5.0	4	1	4	-0.25974025974026	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20230324090000	https://www.sacbee.com/news/politics-government/capitol-alert/article273431690.html
1090780805	20220324	202203	2022	2022.2301	USA	AMERICAN	USA								NGOHLHIRC	RED CROSS		IRC				NGO	HLH		0	043	043	04	1	2.8	3	1	3	1.7825311942959	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20230324090000	https://scvnews.com/single-cats/_city/
1090780806	20220324	202203	2022	2022.2301	USA	AMERICAN	USA								VEN	VENEZUELA	VEN								0	043	043	04	1	2.8	2	1	2	1.7825311942959	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20230324090000	https://scvnews.com/single-cats/_city/
1090780807	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA								chn	CHINOOK			chn						0	043	043	04	1	2.8	5	1	5	-0.55813953488372	3	Tucannon River, Washington, United States	US	USWA	WA013	46.5576	-118.176	1509099	3	Tucannon River, Washington, United States	US	USWA		46.5576	-118.176	1509099	3	Tucannon River, Washington, United States	US	USWA		46.5576	-118.176	1509099	20230324090000	https://www.lmtribune.com/local/bills-unveiled-to-save-snake-river-dams/article_21d645b8-54d6-58e2-a7e0-8bb001c77914.html
1090780808	20220324	202203	2022	2022.2301	USA	UNITED STATES	USA								chn	CHINOOK			chn						0	043	043	04	1	2.8	1	1	1	-0.55813953488372	2	Washington, United States	US	USWA		47.3917	-121.571	WA	3	Snake River, Washington, United States	US	USWA		46.3904	-118.68	1508461	3	Snake River, Washington, United States	US	USWA		46.3904	-118.68	1508461	20230324090000	https://www.lmtribune.com/local/bills-unveiled-to-save-snake-river-dams/article_21d645b8-54d6-58e2-a7e0-8bb001c77914.html
1090780809	20220324	202203	2022	2022.2301	VEN	VENEZUELA	VEN																		0	043	043	04	1	2.8	2	1	2	1.7825311942959	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	0								4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20230324090000	https://scvnews.com/single-cats/_city/
1090780810	20220324	202203	2022	2022.2301	VEN	VENEZUELA	VEN								USA	AMERICAN	USA								0	042	042	04	1	1.9	2	1	2	1.7825311942959	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	4	Valencia, Carabobo, Venezuela	VE	VE07	31933	10.1806	-68.0039	-960192	20230324090000	https://scvnews.com/single-cats/_city/
1090780811	20220324	202203	2022	2022.2301	chn	CHINOOK			chn						USA	UNITED STATES	USA								0	042	042	04	1	1.9	1	1	1	-0.55813953488372	3	Snake River, Washington, United States	US	USWA	WA021	46.3904	-118.68	1508461	2	Washington, United States	US	USWA		47.3917	-121.571	WA	3	Snake River, Washington, United States	US	USWA		46.3904	-118.68	1508461	20230324090000	https://www.lmtribune.com/local/bills-unveiled-to-save-snake-river-dams/article_21d645b8-54d6-58e2-a7e0-8bb001c77914.html
1090780812	20220324	202203	2022	2022.2301	chn	CHINOOK			chn						USA	UNITED STATES	USA								0	042	042	04	1	1.9	5	1	5	-0.55813953488372	3	Tucannon River, Washington, United States	US	USWA	WA013	46.5576	-118.176	1509099	3	Tucannon River, Washington, United States	US	USWA		46.5576	-118.176	1509099	3	Tucannon River, Washington, United States	US	USWA		46.5576	-118.176	1509099	20230324090000	https://www.lmtribune.com/local/bills-unveiled-to-save-snake-river-dams/article_21d645b8-54d6-58e2-a7e0-8bb001c77914.html
1090780813	20230222	202302	2023	2023.1425											CAN	CANADA	CAN								1	105	105	10	3	-5.0	4	1	4	-7.99555802332034	0								4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	4	Toronto, Ontario, Canada	CA	CA08	12686	43.6667	-79.4167	-574890	20230324090000	https://roarmag.org/essays/the-trap-of-trickle-down-anti-islamophobia/
1090780814	20230222	202302	2023	2023.1425	FJI	FIJI	FJI								MOSCVL	MUSLIM				MOS		CVL			1	051	051	05	1	3.4	2	1	2	3.27868852459016	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780815	20230222	202302	2023	2023.1425	FJI	FIJI	FJI								MOSCVL	MUSLIM				MOS		CVL			1	051	051	05	1	3.4	2	1	2	3.27868852459016	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780816	20230222	202302	2023	2023.1425	MOS	MUSLIM				MOS															1	051	051	05	1	3.4	6	1	6	3.27868852459016	1	Fiji	FJ	FJ		-18	178	FJ	0								1	Fiji	FJ	FJ		-18	178	FJ	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780817	20230222	202302	2023	2023.1425	MOSCVL	MUSLIM				MOS		CVL			FJI	FIJI	FJI								1	020	020	02	1	3.0	4	1	4	3.27868852459016	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780818	20230222	202302	2023	2023.1425	MOSCVL	MUSLIM				MOS		CVL			FJI	FIJI	FJI								1	051	051	05	1	3.4	4	1	4	3.27868852459016	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	4	Doha, Ad Daw?ah, Qatar	QA	QA01	25307	25.2867	51.5333	-785169	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780819	20230222	202302	2023	2023.1425	MOSCVL	MUSLIM				MOS		CVL			MOS	MUSLIM				MOS					1	020	020	02	1	3.0	3	1	3	3.27868852459016	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	4	Luqman, Sindh, Pakistan	PK	PK05	40404	27.5254	68.7351	-2767720	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780820	20230222	202302	2023	2023.1425	MOSCVL	MUSLIM				MOS		CVL			MOS	MUSLIM				MOS					1	020	020	02	1	3.0	3	1	3	3.27868852459016	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	1	Fiji	FJ	FJ		-18	178	FJ	20230324090000	https://indiannewslink.co.nz/ramadan-disciplines-the-body-and-purifies-the-mind/
1090780821	20230222	202302	2023	2023.1425	USA	SEATTLE	USA																		0	172	172	17	4	-5.0	8	1	8	-1.86199342825848	3	Alameda County, California, United States	US	USCA	CA001	37.5999	-121.884	1675839	0								3	Alameda County, California, United States	US	USCA		37.5999	-121.884	1675839	20230324090000	https://www.sacbee.com/news/equity-lab/article273471195.html
1090780822	20230222	202302	2023	2023.1425	USA	SEATTLE	USA																		0	172	172	17	4	-5.0	2	1	2	-1.86199342825848	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20230324090000	https://www.sacbee.com/news/equity-lab/article273471195.html
1090780823	20230317	202303	2023	2023.2110											JUD	COUNSEL						JUD			1	040	040	04	1	1.0	10	1	10	-0.263852242744063	0								0								0								20230324090000	https://www.am1050.com/2023/03/24/city-redevelopment-commission-updates-on-readi-grant-project-for-water-street-townhouses/
1090780824	20230317	202303	2023	2023.2110	BUS	BUSINESS						BUS			USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	2.47191011235956	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	https://news.yahoo.com/justice-manchin-senate-republicans-closing-083000891.html
1090780825	20230317	202303	2023	2023.2110	FRA	FRANCE	FRA								OPP	PROTESTER						OPP			1	110	110	11	3	-2.0	4	1	4	-9.33333333333337	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230324090000	https://www.enca.com/news/457-arrested-441-police-injured-france-unrest-minister
1090780826	20230317	202303	2023	2023.2110	GBR	UNITED KINGDOM	GBR								GOV	GOVERNMENT						GOV			0	172	172	17	4	-5.0	10	1	10	-2.73972602739726	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20230324090000	https://www.spacewar.com/reports/Inside_TikToks_operation_to_win_over_Washington_999.html
1090780827	20230317	202303	2023	2023.2110	GOV	GOVERNMENT						GOV													1	172	172	17	4	-5.0	10	1	10	-2.9126213592233	0								0								0								20230324090000	https://kclr96fm.com/carlow-kilkenny-td-john-mcguinness-says-plans-laid-out-in-eviction-ban-counter-motion-will-allow-him-to-help-those-facing-notices-to-find-alternative-accommodation/
1090780828	20230317	202303	2023	2023.2110	GOV	GOVERNMENT						GOV			OPP	PROTESTER						OPP			1	110	110	11	3	-2.0	3	1	3	-9.33333333333337	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20230324090000	https://www.enca.com/news/457-arrested-441-police-injured-france-unrest-minister
1090780829	20230317	202303	2023	2023.2110	JUD	JUDGE						JUD													1	010	010	01	1	0.0	6	1	6	-1.95729537366548	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	http://www.msn.com/en-us/news/us/the-other-grand-jury-jack-smith-s-mar-a-lago-investigation-moves-forward/ar-AA191juh
1090780830	20230317	202303	2023	2023.2110	JUD	COUNSEL						JUD													1	040	040	04	1	1.0	10	1	10	-0.263852242744063	0								0								0								20230324090000	https://www.am1050.com/2023/03/24/city-redevelopment-commission-updates-on-readi-grant-project-for-water-street-townhouses/
1090780831	20230317	202303	2023	2023.2110	JUD	JUDGE						JUD													1	120	120	12	3	-4.0	6	1	6	-1.95729537366548	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	http://www.msn.com/en-us/news/us/the-other-grand-jury-jack-smith-s-mar-a-lago-investigation-moves-forward/ar-AA191juh
1090780832	20230317	202303	2023	2023.2110	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-1.95729537366548	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	http://www.msn.com/en-us/news/us/the-other-grand-jury-jack-smith-s-mar-a-lago-investigation-moves-forward/ar-AA191juh
1090780833	20230317	202303	2023	2023.2110	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	120	120	12	3	-4.0	2	1	2	-1.95729537366548	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	http://www.msn.com/en-us/news/us/the-other-grand-jury-jack-smith-s-mar-a-lago-investigation-moves-forward/ar-AA191juh
1090780834	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	UNITED STATES	USA					LEG			0	051	051	05	1	3.4	2	1	2	-5.11811023622047	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780835	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	KENTUCKY	USA					LEG			0	051	051	05	1	3.4	5	1	5	-5.11811023622047	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780836	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	UNITED STATES	USA					LEG			0	051	051	05	1	3.4	1	1	1	-5.11811023622047	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780837	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	UNITED STATES	USA					LEG			0	172	172	17	4	-5.0	2	1	2	-5.11811023622047	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780838	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	KENTUCKY	USA					LEG			0	172	172	17	4	-5.0	5	1	5	-5.11811023622047	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780839	20230317	202303	2023	2023.2110	LEGLEG	SENATE						LEG	LEG		USALEG	UNITED STATES	USA					LEG			0	172	172	17	4	-5.0	1	1	1	-5.11811023622047	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780840	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								BUS	BUSINESS						BUS			1	040	040	04	1	1.0	4	1	4	2.47191011235956	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20230324090000	https://news.yahoo.com/justice-manchin-senate-republicans-closing-083000891.html
1090780841	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								USALEG	UNITED STATES	USA					LEG			0	051	051	05	1	3.4	1	1	1	-5.11811023622047	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
1090780842	20230317	202303	2023	2023.2110	USA	UNITED STATES	USA								USALEG	UNITED STATES	USA					LEG			0	051	051	05	1	3.4	1	1	1	-5.11811023622047	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	3	Frankfort, Kentucky, United States	US	USKY	KY073	38.2009	-84.8733	517517	20230324090000	https://www.sgn.org/story.php?ch=news&sc=national&id=323890
